fecha;consumo_kWh
1/4/2020;2674
1/4/2020;1100
1/4/2020;1954
1/4/2020;172
1/4/2020;4473
1/4/2020;134
1/4/2020;151
1/4/2020;2294
1/4/2020;423
1/4/2020;561
1/4/2020;895
1/4/2020;2314
1/4/2020;440
1/4/2020;525
1/4/2020;927
1/4/2020;1084
1/4/2020;1343
1/4/2020;3943
1/4/2020;1501
1/4/2020;8523
1/4/2020;1862
1/4/2020;1422
1/4/2020;11057
1/4/2020;1508
1/4/2020;1054
1/4/2020;906
1/4/2020;530
1/4/2020;614
1/4/2020;2367
1/4/2020;2659
1/4/2020;1278
1/4/2020;2223
1/4/2020;2442
1/4/2020;2519
1/4/2020;1478
1/4/2020;1963
1/4/2020;3781
1/4/2020;1899
1/4/2020;2716
1/4/2020;1848
1/4/2020;2564
1/4/2020;1852
1/4/2020;3894
1/4/2020;1250
1/4/2020;2383
1/4/2020;3340
1/4/2020;1547
1/4/2020;1709
1/4/2020;202
1/4/2020;1632
1/4/2020;1455
1/4/2020;521
1/4/2020;1941
1/4/2020;5022
1/4/2020;857
1/4/2020;1132
1/4/2020;1486
1/4/2020;1383
1/4/2020;5138
1/4/2020;1915
1/4/2020;2255
1/4/2020;1832
1/4/2020;1434
1/4/2020;1348
1/4/2020;1564
1/4/2020;1802
1/4/2020;433
1/4/2020;2489
1/4/2020;1310
1/4/2020;1483
1/4/2020;2357
1/4/2020;1529
1/4/2020;2436
1/4/2020;1927
1/4/2020;1719
1/4/2020;1983
1/4/2020;1783
1/4/2020;1928
1/4/2020;1963
1/4/2020;2527
1/4/2020;0
1/4/2020;2209
1/4/2020;1029
1/4/2020;979
1/4/2020;1082
1/4/2020;1138
1/4/2020;544
1/4/2020;970
1/4/2020;487
1/4/2020;1262
1/4/2020;1811
1/4/2020;2267
1/4/2020;1659
1/4/2020;3058
1/4/2020;1767
1/4/2020;1436
1/4/2020;2043
1/4/2020;2143
1/4/2020;2517
1/4/2020;1518
1/4/2020;0
1/4/2020;3274
1/4/2020;2425
1/4/2020;792
1/4/2020;825
1/4/2020;0
1/4/2020;760
1/4/2020;668
1/4/2020;532
1/4/2020;0
1/4/2020;5752
1/4/2020;2260
1/4/2020;3326
1/4/2020;4220
1/4/2020;1679
1/4/2020;5509
1/4/2020;738
1/4/2020;1625
1/4/2020;1755
1/4/2020;623
1/4/2020;1630
1/4/2020;3286
1/4/2020;2431
1/4/2020;3675
1/4/2020;2393
1/4/2020;2444
1/4/2020;0
1/4/2020;0
1/4/2020;5004
1/4/2020;1480
1/4/2020;935
1/4/2020;649
1/4/2020;1581
1/4/2020;2097
1/4/2020;1788
1/4/2020;2532
1/4/2020;2788
1/4/2020;2502
1/4/2020;542
1/4/2020;1027
1/4/2020;697
1/4/2020;1218
1/4/2020;1317
1/4/2020;1363
1/4/2020;4024
1/4/2020;1447
1/4/2020;2153
1/4/2020;265
1/4/2020;1227
1/4/2020;7224
1/4/2020;2805
1/4/2020;1539
1/4/2020;459
1/4/2020;740
1/4/2020;4865
1/4/2020;10326
1/4/2020;1942
1/4/2020;1561
1/4/2020;5297
1/4/2020;1542
1/4/2020;2759
1/4/2020;3536
1/4/2020;258
1/4/2020;2438
1/4/2020;4724
1/4/2020;497
1/4/2020;7504
1/4/2020;2650
1/4/2020;2290
1/4/2020;2621
1/4/2020;2030
1/4/2020;1841
1/4/2020;2557
1/4/2020;778
1/4/2020;1210
1/4/2020;5714
1/4/2020;4336
1/4/2020;2473
1/4/2020;2432
1/4/2020;2131
1/4/2020;5227
1/4/2020;1397
1/4/2020;2386
1/4/2020;1558
1/4/2020;1651
1/4/2020;1750
1/4/2020;1392
1/4/2020;3391
1/4/2020;692
1/4/2020;3364
1/4/2020;847
1/4/2020;3989
1/4/2020;3065
1/4/2020;3093
1/4/2020;1317
1/4/2020;948
1/4/2020;1814
1/4/2020;543
1/4/2020;554
1/4/2020;1065
1/4/2020;1207
1/4/2020;2933
1/4/2020;1418
1/4/2020;2903
1/4/2020;1740
1/4/2020;10335
1/4/2020;2686
1/4/2020;0
1/4/2020;894
1/4/2020;536
1/4/2020;1450
1/4/2020;435
1/4/2020;1687
1/4/2020;2203
1/4/2020;2720
1/4/2020;0
1/4/2020;890
1/4/2020;1837
1/4/2020;1765
1/4/2020;2111
1/4/2020;1440
1/4/2020;917
1/4/2020;2553
1/4/2020;1551
1/4/2020;2876
1/4/2020;2812
1/4/2020;2137
1/4/2020;3852,4
1/4/2020;2822
1/4/2020;1759
1/4/2020;1877
1/4/2020;2657
1/4/2020;1350
1/4/2020;2364
1/4/2020;1304
1/4/2020;2141
1/4/2020;2433
1/4/2020;2694
1/4/2020;3981
1/4/2020;1209
1/4/2020;1184
1/4/2020;709,92
1/4/2020;587,52
1/4/2020;593,64
1/4/2020;2080,8
1/4/2020;3216,06
1/4/2020;1576,92
1/4/2020;2205
1/4/2020;539,58
1/4/2020;507
1/4/2020;747,66
1/4/2020;836,4
1/4/2020;1000,62
1/4/2020;1216,86
1/4/2020;1757,46
1/4/2020;976,14
1/4/2020;1008,78
1/4/2020;2063,46
1/4/2020;1713,6
1/4/2020;2657,1
1/4/2020;1191,36
1/4/2020;1286,22
1/4/2020;845,58
1/4/2020;464,1
1/4/2020;1422,9
1/4/2020;1464,72
1/4/2020;1470,84
1/4/2020;1292,34
1/4/2020;4442,1
1/4/2020;4012,68
1/4/2020;1974,72
1/4/2020;1407,6
1/4/2020;1888,02
1/4/2020;1466,76
1/4/2020;1018,98
1/4/2020;1012,86
1/4/2020;1938
1/4/2020;9293,4
1/4/2020;1433
1/4/2020;1123,02
1/4/2020;1044
1/4/2020;2344,98
1/4/2020;5844,6
1/4/2020;6447,89
1/4/2020;5647,47
1/4/2020;2750
1/4/2020;565548
1/4/2020;232161,6
1/4/2020;3473,1
1/4/2020;929
1/4/2020;5689,56
1/4/2020;946,56
1/4/2020;2807
1/4/2020;2777
1/4/2020;1193
1/4/2020;495
1/4/2020;223
1/4/2020;2246
1/4/2020;1930
1/4/2020;318
1/4/2020;1202
1/4/2020;528
1/4/2020;1780
1/4/2020;879
1/4/2020;1319
1/4/2020;1021
1/4/2020;1429
1/4/2020;1278
1/4/2020;1547
1/4/2020;2731
1/4/2020;2459,25
1/4/2020;2172
1/4/2020;541
1/4/2020;758
1/4/2020;2258
1/4/2020;1215
1/4/2020;623
1/4/2020;834
1/4/2020;1337
1/4/2020;1681
1/4/2020;958
1/4/2020;2142
1/4/2020;1136
1/4/2020;764
1/4/2020;1854
1/4/2020;1271
1/4/2020;1016
1/4/2020;1348
1/4/2020;944
1/4/2020;2292
1/4/2020;1422
1/4/2020;0
1/4/2020;1375
1/4/2020;1464
1/4/2020;1771
1/4/2020;1338
1/4/2020;428
1/4/2020;313
1/4/2020;2108
1/4/2020;2310
1/4/2020;2000
1/4/2020;1414
1/4/2020;128
1/4/2020;367
1/4/2020;2299
1/4/2020;2476
1/4/2020;1477
1/4/2020;1853
1/4/2020;2075
1/4/2020;1137
1/4/2020;3411
1/4/2020;2371
1/4/2020;3102
1/4/2020;3036
1/4/2020;2729
1/4/2020;3234
1/4/2020;2948
1/4/2020;2582
1/4/2020;2091
1/4/2020;1013
1/4/2020;839
1/4/2020;657
1/4/2020;5108
1/4/2020;1171
1/4/2020;1096
1/4/2020;1740
1/4/2020;1191
1/4/2020;2332,74
1/4/2020;2935
1/4/2020;709,92
1/4/2020;2368
1/4/2020;396,78
1/4/2020;1953,3
1/4/2020;2495
1/4/2020;2901
1/4/2020;2698,92
1/4/2020;1772,76
1/4/2020;2832
1/4/2020;548,76
1/4/2020;2779
1/4/2020;3035,52
1/4/2020;971,04
1/4/2020;1104,66
1/4/2020;2974,32
1/4/2020;878,22
1/4/2020;687,48
1/4/2020;2623,44
1/4/2020;366,18
1/4/2020;3618
1/4/2020;2939,64
1/4/2020;4744,02
1/4/2020;3816,84
1/4/2020;2327
1/4/2020;3129
1/4/2020;2135,88
1/4/2020;2582
1/4/2020;1527
1/4/2020;2741
1/4/2020;4404
1/4/2020;2290,92
1/4/2020;2067,54
1/4/2020;3390
1/4/2020;47399
1/4/2020;5115,3
1/4/2020;5072,46
1/4/2020;4172
1/4/2020;1229
1/4/2020;5510
1/4/2020;2073
1/4/2020;5540
1/4/2020;2461
1/4/2020;1620
1/4/2020;4500
1/4/2020;4792
1/4/2020;1276
1/4/2020;465
1/4/2020;1962
1/4/2020;2088
1/4/2020;1191
1/4/2020;2463
1/4/2020;299
1/4/2020;1410
1/4/2020;1622
1/4/2020;460
1/4/2020;1955
1/4/2020;2478
1/4/2020;9302
1/4/2020;2034
1/4/2020;0
1/4/2020;0
1/4/2020;1415
1/4/2020;920,04
1/4/2020;1994
1/4/2020;1250
1/4/2020;1925
1/4/2020;3191
1/4/2020;3820
1/4/2020;2570
1/4/2020;2401
1/4/2020;3021
1/4/2020;0
1/4/2020;614,04
1/4/2020;891
1/4/2020;4742
1/4/2020;2647
1/4/2020;917
1/4/2020;473
1/4/2020;1557
1/4/2020;1654
1/4/2020;1324
1/4/2020;1989
1/4/2020;905
1/4/2020;1318
1/4/2020;2855
1/4/2020;1916
1/4/2020;211
1/4/2020;0
1/4/2020;1932
1/4/2020;1038,7
1/4/2020;1521,8
1/4/2020;2936
1/4/2020;2556
1/4/2020;3395
1/4/2020;2571
1/4/2020;773,16
1/4/2020;201
1/4/2020;4238
1/4/2020;2781
1/4/2020;761,94
1/4/2020;1608,54
1/4/2020;2120
1/4/2020;2297,7
1/4/2020;1505
1/4/2020;3023
1/4/2020;687
1/4/2020;421
1/4/2020;750
1/4/2020;3371
1/4/2020;2147
1/4/2020;2099
1/4/2020;2255
1/4/2020;1452
1/4/2020;1569
1/4/2020;1100
1/4/2020;3042
1/4/2020;2439
1/4/2020;1578
1/4/2020;689
1/4/2020;3375
1/4/2020;2245
1/4/2020;1170
1/4/2020;1727
1/4/2020;2635
1/4/2020;258
1/4/2020;4291
1/4/2020;1764
1/4/2020;1969
1/4/2020;4151
1/4/2020;4063
1/4/2020;2093
1/4/2020;1145
1/4/2020;1904
1/4/2020;1221
1/4/2020;1248
1/4/2020;148
1/4/2020;159
1/4/2020;2740
1/4/2020;1517
1/4/2020;1704
1/4/2020;125
1/4/2020;10772
1/4/2020;2226
1/4/2020;4456
1/4/2020;706
1/4/2020;1451
1/4/2020;931
1/4/2020;1784
1/4/2020;693
1/4/2020;2294
1/4/2020;621
1/4/2020;1768
1/4/2020;1439
1/4/2020;845
1/4/2020;529
1/4/2020;1689
1/4/2020;1044
1/4/2020;3018
1/4/2020;2258
1/4/2020;2824
1/4/2020;2937
1/4/2020;253
1/4/2020;2368
1/4/2020;4453
1/4/2020;2402
1/4/2020;3145
1/4/2020;172
1/4/2020;2383
1/4/2020;1236,24
1/4/2020;1879
1/4/2020;1883
1/4/2020;2366
1/4/2020;2360
1/4/2020;299
1/4/2020;844
1/4/2020;889
1/4/2020;1009
1/4/2020;1231
1/4/2020;1107
1/4/2020;2078
1/4/2020;1105
1/4/2020;397
1/4/2020;883
1/4/2020;660
1/4/2020;1950
1/4/2020;1551
1/4/2020;2125
1/4/2020;1618
1/4/2020;536
1/4/2020;523
1/4/2020;1035
1/4/2020;2568
1/4/2020;1190
1/4/2020;918
1/4/2020;596
1/4/2020;1095
1/4/2020;1452
1/4/2020;6914
1/4/2020;26
1/4/2020;1612
1/4/2020;689
1/4/2020;1628
1/4/2020;2802
1/4/2020;1967
1/4/2020;3383
1/4/2020;0
1/4/2020;1565
1/4/2020;1831
1/4/2020;2448
1/4/2020;2120
1/4/2020;1674
1/4/2020;1359
1/4/2020;1441
1/4/2020;1156
1/4/2020;1316
1/4/2020;1208
1/4/2020;1274
1/4/2020;1970
1/4/2020;2251
1/4/2020;2660
1/4/2020;2373
1/4/2020;1232
1/4/2020;1736
1/4/2020;1324
1/4/2020;2442
1/4/2020;490
1/4/2020;1640
1/4/2020;2823
1/4/2020;1851
1/4/2020;1662
1/4/2020;1678
1/4/2020;2287
1/4/2020;1341
1/4/2020;1845
1/4/2020;1111
1/4/2020;2525
1/4/2020;801
1/4/2020;2630
1/4/2020;1037
1/4/2020;648
1/4/2020;463
1/4/2020;605
1/4/2020;828
1/4/2020;1453
1/4/2020;2887
1/4/2020;1458
1/4/2020;1553
1/4/2020;2374
1/4/2020;833
1/4/2020;1785
1/4/2020;247
1/4/2020;1476
1/4/2020;483
1/4/2020;1287
1/4/2020;10841
1/4/2020;1509
1/4/2020;1439
1/4/2020;1722
1/4/2020;1621
1/4/2020;778
1/4/2020;384
1/4/2020;1690
1/4/2020;1326
1/4/2020;491
1/4/2020;1252
1/4/2020;3572
1/4/2020;861
1/4/2020;2002
1/4/2020;746
1/4/2020;1410
1/4/2020;869
1/4/2020;1232
1/4/2020;450
1/4/2020;2053
1/4/2020;1304
1/4/2020;3431
1/4/2020;585
1/4/2020;2267
1/4/2020;4208
1/4/2020;560
1/4/2020;2803
1/4/2020;1063
1/4/2020;1090
1/4/2020;811
1/4/2020;726
1/4/2020;4196
1/4/2020;629
1/4/2020;1406
1/4/2020;997
1/4/2020;1512
1/4/2020;829
1/4/2020;75888
1/4/2020;1738,08
1/4/2020;2256
1/4/2020;7681
1/4/2020;2700
1/4/2020;932
1/4/2020;1962
1/4/2020;615
1/4/2020;3522
1/4/2020;2290
1/4/2020;4927
1/4/2020;2547
1/4/2020;3168
1/4/2020;307
1/4/2020;2675
1/4/2020;1880
1/4/2020;376
1/4/2020;1894
1/4/2020;701
1/4/2020;1700
1/4/2020;654
1/4/2020;3437
1/4/2020;3016
1/4/2020;2399
1/4/2020;2505
1/4/2020;1060
1/4/2020;3134
1/4/2020;1568
1/4/2020;2453
1/4/2020;1666
1/4/2020;1425
1/4/2020;1927
1/4/2020;1863
1/4/2020;1247
1/4/2020;2054
1/4/2020;1546
1/4/2020;1275
1/4/2020;2060
1/4/2020;1663
1/4/2020;1810
1/4/2020;873
1/4/2020;1688
1/4/2020;1164
1/4/2020;2495
1/4/2020;2656
1/4/2020;224
1/4/2020;1593
1/4/2020;883
1/4/2020;4541
1/4/2020;2605
1/4/2020;2055
1/4/2020;1843
1/4/2020;123
1/4/2020;3141
1/4/2020;1203
1/4/2020;2367
1/4/2020;1959
1/4/2020;2939,8
1/4/2020;2303
1/4/2020;738
1/4/2020;727
1/4/2020;151
1/4/2020;1604
1/4/2020;1709
1/4/2020;1505
1/4/2020;4212
1/4/2020;1542
1/4/2020;1569
1/4/2020;909
1/4/2020;1594
1/4/2020;1357,62
1/4/2020;1362
1/4/2020;2084
1/4/2020;3066
1/4/2020;1085,28
1/4/2020;2216
1/4/2020;1471
1/4/2020;2208
1/4/2020;2052
1/4/2020;1467
1/4/2020;1574
1/4/2020;1151
1/4/2020;2729
1/4/2020;2997
1/4/2020;2211
1/4/2020;2414
1/4/2020;3076
1/4/2020;687,48
1/4/2020;1630
1/4/2020;842
1/4/2020;1136
1/4/2020;270
1/4/2020;941
1/4/2020;1051
1/4/2020;2841
1/4/2020;1121
1/4/2020;1180
1/4/2020;2132
1/4/2020;2409
1/4/2020;1944
1/4/2020;1882
1/4/2020;1487
1/4/2020;1319
1/4/2020;183,6
1/4/2020;2031
1/4/2020;704,6
1/4/2020;1220
1/4/2020;971
1/4/2020;1410
1/4/2020;348
1/4/2020;1937
1/4/2020;1089
1/4/2020;722
1/4/2020;2010
1/4/2020;0
1/4/2020;617
1/4/2020;1219
1/4/2020;1260
1/4/2020;1281
1/4/2020;815
1/4/2020;819
1/4/2020;0
1/4/2020;1908
1/4/2020;4004
1/4/2020;1471
1/4/2020;1248
1/4/2020;864
1/4/2020;1668
1/4/2020;2133
1/4/2020;2092
1/4/2020;2640
1/4/2020;1635
1/4/2020;2876,4
1/4/2020;1608
1/4/2020;2336
1/4/2020;2965,14
1/4/2020;2514
1/4/2020;1759
1/4/2020;1691
1/4/2020;1135
1/4/2020;1889
1/4/2020;237
1/4/2020;539
1/4/2020;1729
1/4/2020;452
1/4/2020;1621
1/4/2020;2056
1/4/2020;2068
1/4/2020;735
1/4/2020;2165
1/4/2020;2128
1/4/2020;167
1/4/2020;1745
1/4/2020;1763
1/4/2020;2127
1/4/2020;1949
1/4/2020;2480
1/4/2020;3157
1/4/2020;1713
1/4/2020;1813
1/4/2020;1843
1/4/2020;1807
1/4/2020;2294
1/4/2020;3038
1/4/2020;2442
1/4/2020;189
1/4/2020;2616
1/4/2020;2775
1/4/2020;3066
1/4/2020;2447,5
1/4/2020;1724
1/4/2020;1400
1/4/2020;1153
1/4/2020;9319,74
1/4/2020;2122
1/4/2020;1156
1/4/2020;412
1/4/2020;4053
1/4/2020;1684
1/4/2020;1608
1/4/2020;3101
1/4/2020;1744
1/4/2020;3805
1/4/2020;4624
1/4/2020;1810
1/4/2020;1978
1/4/2020;1747
1/4/2020;2336,82
1/4/2020;2255
1/4/2020;5110
1/4/2020;1127,1
1/4/2020;447
1/4/2020;2174
1/4/2020;1076
1/4/2020;1493
1/4/2020;2122
1/4/2020;651
1/4/2020;230
1/4/2020;1541
1/4/2020;2010
1/4/2020;1068
1/4/2020;633
1/4/2020;417
1/4/2020;173
1/4/2020;513
1/4/2020;1862
1/4/2020;1448
1/4/2020;1593
1/4/2020;576
1/4/2020;2709
1/4/2020;457
1/4/2020;1264
1/4/2020;1044
1/4/2020;750
1/4/2020;2791
1/4/2020;2103
1/4/2020;1980
1/4/2020;2212
1/4/2020;0
1/4/2020;2934,8
1/4/2020;1164
1/4/2020;4550,42
1/4/2020;2449
1/4/2020;1725
1/4/2020;3742
1/4/2020;0
1/4/2020;1547,34
1/4/2020;2103
1/4/2020;1449,42
1/4/2020;935,34
1/4/2020;0
1/4/2020;817
1/4/2020;1202
1/4/2020;1789
1/4/2020;1129
1/4/2020;1478
1/4/2020;1868
1/4/2020;1808
1/4/2020;1231
1/4/2020;584
1/4/2020;136
1/4/2020;2750
1/4/2020;1303
1/4/2020;554
1/4/2020;763
1/4/2020;1561
1/4/2020;0
1/4/2020;2228
1/4/2020;2652
1/4/2020;2359
1/4/2020;3028
1/4/2020;1890
1/4/2020;2721
1/4/2020;1576
1/4/2020;2178
1/4/2020;1191
1/4/2020;1
1/4/2020;754
1/4/2020;1535
1/4/2020;2893
1/4/2020;1087
1/4/2020;1919
1/4/2020;1269
1/4/2020;1300
1/4/2020;3069
1/4/2020;1933
1/4/2020;2073
1/4/2020;1246
1/4/2020;1508
1/4/2020;2907
1/4/2020;1727
1/4/2020;2849
1/4/2020;2730
1/4/2020;2646
1/4/2020;1537
1/4/2020;1024
1/4/2020;507
1/4/2020;2646
1/4/2020;501
1/4/2020;883
1/4/2020;1848
1/4/2020;1143
1/4/2020;1995
1/4/2020;1224
1/4/2020;677
1/4/2020;2745
1/4/2020;258
1/4/2020;1922
1/4/2020;2189
1/4/2020;1961,46
1/4/2020;1168
1/4/2020;1162
1/4/2020;2836
1/4/2020;195
1/4/2020;1092
1/4/2020;1688
1/4/2020;286
1/4/2020;147
1/4/2020;2506
1/4/2020;2806
1/4/2020;171
1/4/2020;696
1/4/2020;791
1/4/2020;1518
1/4/2020;2030
1/4/2020;2086,81
1/4/2020;3424,5
1/4/2020;2869,33
1/4/2020;3419,69
1/4/2020;5863,24
1/4/2020;1900,59
1/4/2020;2463,49
1/4/2020;2562,41
1/4/2020;2823,5
1/4/2020;2647,98
1/4/2020;4147,03
1/4/2020;1325
1/4/2020;3718
1/4/2020;1287
1/4/2020;3554
1/4/2020;2572
1/4/2020;2192
1/4/2020;969
1/4/2020;1949
1/4/2020;2417
1/4/2020;1900
1/4/2020;2210,34
1/4/2020;2050
1/4/2020;3328
1/4/2020;3446
1/4/2020;1408
1/4/2020;636
1/4/2020;2673
1/4/2020;2425
1/4/2020;1845
1/4/2020;2065
1/4/2020;2558
1/4/2020;3
1/4/2020;1890
1/4/2020;1746
1/4/2020;2144
1/4/2020;1799
1/4/2020;1508
1/4/2020;1905
1/4/2020;2038
1/4/2020;160
1/4/2020;2980
1/4/2020;1701
1/4/2020;1971
1/4/2020;2340
1/4/2020;1598
1/4/2020;2646
1/4/2020;2262
1/4/2020;2929
1/4/2020;1428
1/4/2020;2573
1/4/2020;1427
1/4/2020;0
1/4/2020;2385
1/4/2020;2561
1/4/2020;1359
1/4/2020;865
1/4/2020;179
1/4/2020;2763
1/4/2020;718
1/4/2020;812
1/4/2020;5277
1/4/2020;4236,37
1/4/2020;3533,08
1/4/2020;3010,87
1/4/2020;2678,11
1/4/2020;1898,27
1/4/2020;2928,28
1/4/2020;5471,37
1/4/2020;3936,55
1/4/2020;2545,23
1/4/2020;2592,15
1/4/2020;10852
1/4/2020;2324,14
1/4/2020;5027,19
1/4/2020;801
1/4/2020;1489
1/4/2020;1890
1/4/2020;421
1/4/2020;0
1/4/2020;720
1/4/2020;6402
1/4/2020;1742
1/4/2020;2261
1/4/2020;2557
1/4/2020;1664
1/4/2020;3405
1/4/2020;3161
1/4/2020;996
1/4/2020;714
1/4/2020;801
1/4/2020;824
1/4/2020;666
1/4/2020;1281
1/4/2020;1229
1/4/2020;2922,3
1/4/2020;2409
1/4/2020;1494
1/4/2020;1634
1/4/2020;4972,5
1/4/2020;1276
1/4/2020;1683
1/4/2020;1045
1/4/2020;1614
1/4/2020;1420
1/4/2020;2006
1/4/2020;3341
1/4/2020;1642
1/4/2020;486
1/4/2020;1738
1/4/2020;1649
1/4/2020;1695
1/4/2020;0
1/4/2020;1763
1/4/2020;2800
1/4/2020;2955
1/4/2020;2012
1/4/2020;1770
1/4/2020;1269
1/4/2020;1926
1/4/2020;3335
1/4/2020;1849
1/4/2020;2999
1/4/2020;0
1/4/2020;2266
1/4/2020;1894
1/4/2020;1831
1/4/2020;1223
1/4/2020;2803
1/4/2020;1460
1/4/2020;5437
1/4/2020;1460
1/4/2020;1490
1/4/2020;1490
1/4/2020;4231,32
1/4/2020;3025
1/4/2020;1712
1/4/2020;1550
1/4/2020;1560
1/4/2020;1650
1/4/2020;1780
1/4/2020;1790
1/4/2020;1820
1/4/2020;1840
1/4/2020;1840
1/4/2020;1860
1/4/2020;1900
1/4/2020;2120
1/4/2020;2130
1/4/2020;2130
1/4/2020;2180
1/4/2020;2250
1/4/2020;2260
1/4/2020;2300
1/4/2020;2390
1/4/2020;2430
1/4/2020;2450
1/4/2020;2500
1/4/2020;2540
1/4/2020;2750
1/4/2020;2910
1/4/2020;0
1/4/2020;881
1/4/2020;0
1/4/2020;881
1/4/2020;2741
1/4/2020;3390
1/4/2020;0
1/4/2020;10851
1/4/2020;2970
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;2.393
1/4/2020;2444
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;0
1/4/2020;3940
1/4/2020;4250
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;0
1/5/2020;1030
1/5/2020;1180
1/5/2020;181
1/5/2020;1320
1/5/2020;1320
1/5/2020;4764
1/5/2020;1820
1/5/2020;719,1
1/5/2020;2050
1/5/2020;1628
1/5/2020;2975
1/5/2020;959
1/5/2020;795
1/5/2020;1015
1/5/2020;1606
1/5/2020;2784
1/5/2020;1405
1/5/2020;1456
1/5/2020;710
1/5/2020;964
1/5/2020;2841
1/5/2020;2348
1/5/2020;1860
1/5/2020;1816
1/5/2020;1831
1/5/2020;1877
1/5/2020;2342,4
1/5/2020;1942
1/5/2020;2568
1/5/2020;1957
1/5/2020;2195,8
1/5/2020;465
1/5/2020;726
1/5/2020;0
1/5/2020;2046
1/5/2020;206
1/5/2020;1442
1/5/2020;1269
1/5/2020;1760
1/5/2020;1139
1/5/2020;2383
1/5/2020;2256
1/5/2020;818
1/5/2020;162
1/5/2020;206
1/5/2020;1385
1/5/2020;176
1/5/2020;1893
1/5/2020;1650
1/5/2020;2906
1/5/2020;1715,64
1/5/2020;2863
1/5/2020;396
1/5/2020;1618
1/5/2020;2356
1/5/2020;3070
1/5/2020;1799
1/5/2020;2173
1/5/2020;2169
1/5/2020;1872
1/5/2020;3226
1/5/2020;2582
1/5/2020;637
1/5/2020;2735
1/5/2020;1684,02
1/5/2020;0
1/5/2020;2936
1/5/2020;2961
1/5/2020;2012
1/5/2020;2509
1/5/2020;2538
1/5/2020;1788
1/5/2020;2421
1/5/2020;1703
1/5/2020;547,74
1/5/2020;639
1/5/2020;2964
1/5/2020;1142,4
1/5/2020;2300
1/5/2020;2539
1/5/2020;2867
1/5/2020;1400
1/5/2020;975,12
1/5/2020;5270,34
1/5/2020;676,26
1/5/2020;975,12
1/5/2020;676,26
1/5/2020;2163,42
1/5/2020;0
1/5/2020;4461
1/5/2020;0
1/5/2020;2162
1/5/2020;1421
1/5/2020;1468
1/5/2020;1493
1/5/2020;1926
1/5/2020;1463
1/5/2020;418
1/5/2020;395
1/5/2020;2151
1/5/2020;1405
1/5/2020;131
1/5/2020;3148
1/5/2020;3044
1/5/2020;2332
1/5/2020;2912
1/5/2020;2210
1/5/2020;2222
1/5/2020;3182
1/5/2020;2514
1/5/2020;2004
1/5/2020;3220
1/5/2020;1028
1/5/2020;0
1/5/2020;2480
1/5/2020;1974,72
1/5/2020;2593
1/5/2020;910
1/5/2020;1204
1/5/2020;1287
1/5/2020;2313
1/5/2020;2944
1/5/2020;696,66
1/5/2020;207
1/5/2020;2883
1/5/2020;1214
1/5/2020;1607,52
1/5/2020;667,08
1/5/2020;2107
1/5/2020;1697
1/5/2020;1720
1/5/2020;984,5
1/5/2020;2097,6
1/5/2020;4164
1/5/2020;1347
1/5/2020;384,54
1/5/2020;639
1/5/2020;1305
1/5/2020;2429
1/5/2020;1584
1/5/2020;865
1/5/2020;1630
1/5/2020;1617
1/5/2020;750
1/5/2020;2106
1/5/2020;572
1/5/2020;211
1/5/2020;2182
1/5/2020;2597
1/5/2020;2192
1/5/2020;2984
1/5/2020;1593
1/5/2020;1363
1/5/2020;786
1/5/2020;449
1/5/2020;1249
1/5/2020;2007
1/5/2020;954
1/5/2020;2899
1/5/2020;165
1/5/2020;173
1/5/2020;1340
1/5/2020;2516
1/5/2020;1083
1/5/2020;1074
1/5/2020;151
1/5/2020;1967
1/5/2020;1394
1/5/2020;1133
1/5/2020;1748
1/5/2020;122
1/5/2020;1478
1/5/2020;2369
1/5/2020;1180
1/5/2020;401
1/5/2020;1891
1/5/2020;1406
1/5/2020;1739
1/5/2020;1877
1/5/2020;1482
1/5/2020;1190
1/5/2020;218
1/5/2020;1789
1/5/2020;2556
1/5/2020;238
1/5/2020;1500
1/5/2020;1681
1/5/2020;1167
1/5/2020;2619
1/5/2020;4425
1/5/2020;2245
1/5/2020;1687
1/5/2020;852
1/5/2020;1102
1/5/2020;1978
1/5/2020;1796
1/5/2020;2700,2
1/5/2020;2295
1/5/2020;793
1/5/2020;1574
1/5/2020;1106
1/5/2020;2382
1/5/2020;1805
1/5/2020;1985
1/5/2020;908
1/5/2020;1142
